coach_id,name,gender,function,country,disciplines,birth_date
1533246,PEDRERO Ofelia,Female,Coach,Mexico,Artistic Swimming,1988-03-28
1535775,RADHI SHENAISHIL,Male,Head Coach,Iraq,Football,1965-07-01
1536055,AFLAKIKHAMSEH Majid,Male,Coach,IR Iran,Taekwondo,1973-08-26
1536059,YOUSEFY Mehrdad,Male,Coach,IR Iran,Taekwondo,1972-06-12
1536060,MADDAH Minoo,Female,Coach,IR Iran,Taekwondo,1976-05-17
1536328,LOFTUS Adriana,Female,Coach,Mexico,Artistic Swimming,1958-06-28
1538313,FERRARA Fernando,Male,Head Coach,Argentina,Hockey,1968-07-24
1538315,GULLA Alejandra,Female,Assistant Coach,Argentina,Hockey,1977-07-04
1538317,CAPURRO Santiago,Male,Assistant Coach,Argentina,Hockey,1975-04-08
1538745,RONCONI Mariano,Male,Head Coach,Argentina,Hockey,1900-01-01
1538748,PAULON Ezequiel,Male,Assistant Coach,Argentina,Hockey,1900-01-01
1538751,VILA Matias,Male,Assistant Coach,Argentina,Hockey,1900-01-01
1539598,KHEIRKHAH HAJIRASOULIAN Mohammadre.,Male,Coach,IR Iran,Artistic Gymnastics,1965-06-27
1540258,DAVIS DIAZ David,Male,Coach,Mexico,Taekwondo,1977-10-07
1540259,MENDOZA MORA Abel,Male,Coach,Mexico,Taekwondo,1988-02-26
1540260,VICTORIA ESPINOSA de los Alfonso,Male,Coach,Mexico,Taekwondo,1985-02-01
1540522,MILANO Guillermo,Male,Head Coach,Argentina,Handball,1973-02-08
1540638,GOMEZ CORA Santiago,Male,Head Coach,Argentina,Rugby Sevens,1978-07-25
1540639,GRAVANO Leonardo,Male,Assistant Coach,Argentina,Rugby Sevens,1973-08-30
1540840,FILIORIANU Ana Luiza,Female,Coach,Romania,Rhythmic Gymnastics,1999-07-10
1542341,SMAILI Badr,Male,Coach,Morocco,Taekwondo,1993-05-07
1542904,OCEGUERA ORNELAS Pavel,Male,Coach,Mexico,Artistic Gymnastics,1971-09-10
1542908,VALENZUELA GOMEZ Maria,Female,Coach,Mexico,Artistic Gymnastics,1976-07-23
1542913,MEZA PADILLA Jose,Male,Coach,Mexico,Artistic Gymnastics,1977-01-25
1542973,AGUILAR ROJAS Blajaith,Female,Coach,Mexico,Rhythmic Gymnastics,1991-09-30
1542976,FURALEV Vladislav,Male,Coach,Mexico,Rhythmic Gymnastics,1970-01-04
1543567,UPTON Patrick Anthony Howard,Male,Coach,India,Hockey,1968-11-05
1543570,SCHOPMAN Johanna Dorothea Maria,Female,Coach,India,Hockey,1977-04-26
1543575,HALKETT Rhett Kennedy,Male,Assistant Coach,India,Hockey,1986-05-02
1543576,FULTON Craig Arthur,Male,Head Coach,India,Hockey,1974-11-06
1543577,FARRY Anthony James,Male,Coach,India,Hockey,1973-07-13
1544157,THORPE Karen,Female,Coach,Great Britain,Artistic Swimming,1973-04-21
1544158,TOMOMATSU Yumiko,Female,Coach,Great Britain,Artistic Swimming,1972-07-21
1544489,CURRAN Orlaith,Female,Assistant Coach,Ireland,Rugby Sevens,1990-08-08
1545106,NASKAR Arup,Male,Coach,India,Hockey,1983-05-05
1545139,CHINNASAMY Ashok Kumar,Male,Coach,India,Hockey,1991-04-24
1545947,BUSNARI Alberto,Male,Coach,Italy,Artistic Gymnastics,1978-10-04
1545949,COCCIARO Giuseppe,Male,Coach,Italy,Artistic Gymnastics,1959-08-05
1545950,FORTUNA Marco,Male,Coach,Italy,Artistic Gymnastics,1961-06-06
1545955,BERGAMELLI Monica Roberta,Female,Coach,Italy,Artistic Gymnastics,1984-05-24
1546310,CHIRILCENCO Marc Michel,Male,Coach,Algeria,Artistic Gymnastics,1968-04-24
1546312,HAMICI Saad Eddine,Male,Coach,Algeria,Artistic Gymnastics,1970-09-06
1546698,HERRANZ MARTIN Miguel Angel,Male,Coach,Spain,Taekwondo,1964-04-02
1546699,RAMAL MUNOZ Jesus,Male,Coach,Spain,Taekwondo,1968-09-01
1546700,SEIJO GIEBELS Christian Jaime,Male,Coach,Spain,Taekwondo,1977-03-27
1546701,TOLEDO AROCA Antonio,Male,Coach,Spain,Taekwondo,1977-06-08
1546702,YAGUE ENRIQUE Brigida,Female,Coach,Spain,Taekwondo,1981-03-15
1548427,JONES Gilmar,Male,Coach,Suriname,Taekwondo,1986-01-26
1548848,DIMITROVA Vesela,Female,Coach,Bulgaria,Rhythmic Gymnastics,1975-10-28
1548875,STOYNEVA Yasena,Female,Coach,Bulgaria,Rhythmic Gymnastics,1988-11-10
1548895,MARKOVA Branimira,Female,Coach,Bulgaria,Rhythmic Gymnastics,1973-10-01
1548902,PAMUKOVA Mariyana,Female,Coach,Bulgaria,Rhythmic Gymnastics,1982-08-22
1548919,IVANOVA Valentina,Female,Coach,Bulgaria,Rhythmic Gymnastics,1977-05-29
1549452,LEE Eui Yong,Male,Coach,Gambia,Taekwondo,1971-02-09
1550038,ARILL Samuel,Male,Assistant Coach,Puerto Rico,Basketball,1975-08-24
1550039,MORALES OTERO Carlos,Male,Assistant Coach,Puerto Rico,Basketball,1958-08-30
1550047,BATISTA Gerardo,Male,Coach,Puerto Rico,Basketball,1970-12-21
1550196,COTUTIU Florin,Male,Coach,Romania,Artistic Gymnastics,1975-03-13
1550198,JONES Daymon,Male,Coach,Romania,Artistic Gymnastics,1975-06-05
1550199,KIENS Patrick,Male,Coach,Romania,Artistic Gymnastics,1971-05-05
1550201,MOROSAN Corina,Female,Coach,Romania,Artistic Gymnastics,1967-09-14
1550203,VOINEA Camelia,Female,Coach,Romania,Artistic Gymnastics,1970-03-02
1550267,BERBECAR Marius,Male,Coach,Romania,Artistic Gymnastics,1985-05-15
1552001,LIU Tsung-Ta,Male,Coach,Chinese Taipei,Taekwondo,1974-10-10
1555083,GEORGALLAS Irodotos,Male,Coach,Cyprus,Artistic Gymnastics,1977-12-14
1555113,PETRIDIS Panagiotis,Male,Coach,Cyprus,Artistic Gymnastics,1964-05-06
1555115,FLANNERY Eimear,Female,Assistant Coach,Ireland,Rugby Sevens,1982-02-02
1555131,SHIPPI Panayiotis,Male,Coach,Cyprus,Artistic Gymnastics,1982-03-25
1555182,TRIKOMITI Chrystalleni,Female,Coach,Cyprus,Rhythmic Gymnastics,1993-11-30
1556249,DEACU George,Male,Assistant Coach,Romania,Water Polo,1984-11-24
1556255,RATH Bogdan,Male,Head Coach,Romania,Water Polo,1972-06-28
1557013,ARIAS Ramon,Male,Coach,Chile,Taekwondo,1956-08-18
1559048,WIBERG Johanna,Female,Assistant Coach,Sweden,Handball,1983-09-06
1559066,FORSBERG Thomas,Male,Assistant Coach,Sweden,Handball,1980-09-04
1559067,AXNER Tomas,Male,Head Coach,Sweden,Handball,1969-11-30
1560169,DIOVOL Alioune,Male,Coach,Senegal,Taekwondo,1979-06-19
1561282,da ROCHA Cristiano,Male,Head Coach,Brazil,Handball,1981-06-10
1561719,ALTENBURG Valentin,Male,Head Coach,Germany,Hockey,1981-06-04
1561732,HENNING Andre,Male,Head Coach,Germany,Hockey,1983-12-03
1561734,SCHMITZ Johannes,Male,Assistant Coach,Germany,Hockey,1988-03-23
1561740,ARKELL Robin,Male,Coach,Germany,Hockey,1988-05-18
1561741,GADEMAN Pasha,Male,Assistant Coach,Germany,Hockey,1988-03-06
1562260,WEIDINGER Markus,Male,Coach,Austria,Taekwondo,1984-12-25
1562563,SOLBERG Glenn,Male,Head Coach,Sweden,Handball,1972-02-18
1562564,SVENSSON Tomas,Male,Assistant Coach,Sweden,Handball,1968-02-15
1562566,APELGREN Michael,Male,Assistant Coach,Sweden,Handball,1984-08-20
1562778,TANKOUCHEV Milko,Male,Coach,Bulgaria,Artistic Gymnastics,1958-12-15
1562790,YANEV Filip,Male,Coach,Bulgaria,Artistic Gymnastics,1982-03-10
1562963,WINIARSKI Michal,Male,Head Coach,Germany,Volleyball,1983-09-28
1562973,RANNER Thomas,Male,Assistant Coach,Germany,Volleyball,1987-07-31
1562974,POSMYK Dominik,Male,Assistant Coach,Germany,Volleyball,1995-08-12
1563661,SALLAH Mariama M.,Female,Coach,Gambia,Taekwondo,1975-01-17
1563956,TUMILTY Mark,Male,Head Coach,Ireland,Hockey,1900-01-01
1563966,TOTH Balazs,Male,Coach,Germany,Taekwondo,1983-08-31
1564287,QUSAI MUNIR,Male,Assistant Coach,Iraq,Football,1980-04-12
1564321,CRUZ LOPEZ Jose L,Male,Assistant Coach,Puerto Rico,Basketball,1969-10-03
1564323,COLON Nelson,Male,Coach,Puerto Rico,Basketball,1978-01-24
1564325,CRUZ Rafael,Male,Assistant Coach,Puerto Rico,Basketball,1979-08-14
1564413,BESHEER Gamal,Male,Coach,Egypt,Artistic Gymnastics,1970-10-30
1564469,MOHAMED Ahmed,Male,Coach,Egypt,Artistic Gymnastics,1986-11-26
1564470,ABDELMEGUID Zakaria,Male,Coach,Egypt,Artistic Gymnastics,1975-02-23
1564477,MOHAMED Mayar,Female,Coach,Egypt,Rhythmic Gymnastics,1992-07-14
1564481,HUSSEIN Noha,Female,Coach,Egypt,Rhythmic Gymnastics,1988-02-09
1565043,MOUNDOUNGA KOMBILA Stephane,Male,Coach,Gabon,Taekwondo,1986-11-07
1565143,MLADENOVA Albena,Female,Coach,Austria,Artistic Swimming,1964-06-10
1565591,AL-ASSAF Faris,Male,Coach,Jordan,Taekwondo,1981-11-21
1565609,ALSADEQ Yazan,Male,Coach,Jordan,Taekwondo,1993-06-29
1565612,ALJALLAD Riham,Female,Coach,Jordan,Taekwondo,1983-05-06
1565657,KRAVCHENKO Sergiy,Male,Assistant Coach,Ukraine,Football,1983-04-24
1565672,ROTAN Ruslan,Male,Head Coach,Ukraine,Football,1900-01-01
1565759,SIREKANYAN Gurgen,Male,Coach,Jordan,Artistic Gymnastics,1981-11-15
1566325,FREHSE Gabriele,Female,Coach,Austria,Artistic Gymnastics,1960-10-25
1566746,SAHIN Ali,Male,Coach,Türkiye,Taekwondo,1967-06-02
1566749,TAZEGUL Servet,Male,Coach,Türkiye,Taekwondo,1988-09-26
1567065,BABEL Vincent,Male,Coach,Suriname,Taekwondo,1975-06-26
1568152,GOKTEKIN Yilmaz,Male,Coach,Türkiye,Artistic Gymnastics,1972-01-01
1568153,NURI Tufan,Male,Coach,Türkiye,Artistic Gymnastics,1991-01-01
1568648,GOJKOVIC Vladimir,Male,Head Coach,Montenegro,Water Polo,1981-01-29
1569994,TOMAS Toni,Male,Coach,Great Britain,Taekwondo,1980-12-17
1569995,LAURA Veljko,Male,Coach,Croatia,Taekwondo,1984-08-12
1569996,MESAROV Dejan,Male,Coach,Croatia,Taekwondo,1983-07-06
1572261,GALAMBOS Bence,Male,Coach,Hungary,Taekwondo,1992-11-30
1572269,MARTON Luana,Female,Coach,Hungary,Taekwondo,2006-02-16
1572364,SALIM Gergely,Male,Coach,Hungary,Taekwondo,1972-04-01
1572370,SALIM Sharif Gergely,Male,Coach,Hungary,Taekwondo,2002-02-26
1572373,MIKKONEN Suvi,Female,Coach,Hungary,Taekwondo,1988-07-11
1572650,ROUSSEAUX Emile,Male,Head Coach,France,Volleyball,1961-04-03
1572652,ANDRE Felix,Male,Assistant Coach,France,Volleyball,1987-03-19
1572654,GAUTHIER Charles,Male,Assistant Coach,France,Volleyball,1981-12-31
1573466,TOUPANE Jean Aime,Male,Coach,France,Basketball,1958-01-12
1573467,MELAIN Catherine,Female,Assistant Coach,France,Basketball,1974-05-19
1573468,GAUTIER David,Male,Assistant Coach,France,Basketball,1980-01-08
1573469,HALIN Gregory,Male,Coach,France,Basketball,1972-04-12
1573470,LEONARD Christophe,Male,Coach,France,Basketball,1990-01-03
1573668,COLLET Vincent,Male,Coach,France,Basketball,1963-06-06
1573669,DONNADIEU Pascal,Male,Assistant Coach,France,Basketball,1964-05-29
1573670,ATKINSON Kenny,Male,Assistant Coach,France,Basketball,1967-06-02
1573671,NELHOMME Ruddy,Male,Coach,France,Basketball,1972-03-15
1573672,GOMIS Joseph,Male,Coach,France,Basketball,1978-07-02
1574076,CIAMARRA Roberto,Male,Assistant Coach,France,Volleyball,1982-03-30
1574080,GEILER Loic,Male,Assistant Coach,France,Volleyball,1984-04-14
1574082,GIANI Andrea,Male,Head Coach,France,Volleyball,1970-04-22
1830240,WENG Shih-Hang,Male,Coach,Chinese Taipei,Artistic Gymnastics,1982-10-20
1835894,TSAI Heng-Cheng,Male,Coach,Chinese Taipei,Artistic Gymnastics,1978-10-03
1878950,SANTARELLI Daniele,Male,Head Coach,Türkiye,Volleyball,1981-06-08
1878952,FLISI Diego,Male,Assistant Coach,Türkiye,Volleyball,1979-05-09
1878956,ZOTTA Andrea,Male,Assistant Coach,Türkiye,Volleyball,1994-12-27
1879044,VATANSEVER Recep,Male,Assistant Coach,Türkiye,Volleyball,1991-01-17
1879645,DARET Jerome,Male,Head Coach,France,Rugby Sevens,1974-12-26
1879871,KRUMBHOLZ Olivier,Male,Head Coach,France,Handball,1958-07-12
1879872,GARDILLOU Sebastien,Male,Assistant Coach,France,Handball,1975-08-29
1879875,LEYNAUD Amandine,Female,Assistant Coach,France,Handball,1986-05-02
1880219,GALKIN Evgeniy,Male,Coach,Uzbekistan,Artistic Gymnastics,1952-07-08
1880226,ABDUSAMATOV Khusniddin,Male,Coach,Uzbekistan,Artistic Gymnastics,1996-04-08
1880388,MWEMA Kevin,Male,Head Coach,Kenya,Rugby Sevens,1985-10-08
1880389,AMONDE Andrew,Male,Assistant Coach,Kenya,Rugby Sevens,1983-12-25
1880390,KISIA Louis,Male,Assistant Coach,Kenya,Rugby Sevens,1986-09-03
1880620,HRUBESCH Horst,Male,Head Coach,Germany,Football,1951-04-17
1880626,CARLSON Britta,Female,Assistant Coach,Germany,Football,1978-03-03
1880629,FUCHS Michael,Male,Goalkeeper Coach,Germany,Football,1970-01-04
1880639,NOERENBERG Thomas,Male,Assistant Coach,Germany,Football,1963-12-25
1880657,MUKHAMEDOVA Rano,Female,Coach,Uzbekistan,Rhythmic Gymnastics,1989-04-24
1880659,VLASOVA Liliya,Female,Coach,Uzbekistan,Rhythmic Gymnastics,1981-06-26
1887640,KHAN Pavel,Male,Coach,Uzbekistan,Taekwondo,1984-12-08
1887642,RAFALOVICH Maksim,Male,Coach,Uzbekistan,Taekwondo,1990-05-13
1887644,KHAN Vladimir,Male,Coach,Uzbekistan,Taekwondo,1984-12-06
1887648,BAYKUZIYEV Jasur,Male,Coach,Uzbekistan,Taekwondo,1986-09-04
1888131,PAKKAN Saim,Male,Assistant Coach,Serbia,Volleyball,1989-03-27
1888241,NISHIIRI Toshihiro,Male,Goalkeeper Coach,Japan,Football,1977-09-03
1888242,IKEDA Futoshi,Male,Head Coach,Japan,Football,1970-10-04
1888246,MIYAMOTO Tomomi,Female,Assistant Coach,Japan,Football,1978-12-31
1888338,MENEZES Jude,Male,Head Coach,Japan,Hockey,1971-05-08
1888344,OZAWA Kazuyuki,Male,Assistant Coach,Japan,Hockey,1979-02-27
1888372,ERSIMSEK Ahmetcan,Male,Assistant Coach,Serbia,Volleyball,1992-05-13
1888498,ROTHMAN Neville,Male,Assistant Coach,Ireland,Hockey,1977-06-13
1891425,GELLE Noemi Katalin,Female,Coach,Hungary,Rhythmic Gymnastics,1975-09-29
1891653,NAGANUMA Atsushi,Male,Assistant Coach,Japan,Water Polo,1982-09-22
1891659,HAZUI Shota,Male,Assistant Coach,Japan,Water Polo,1986-09-30
1891667,SHIOTA Yoshinori,Male,Head Coach,Japan,Water Polo,1982-08-12
1891684,KAWAI Mayo,Female,Coach,Japan,Artistic Swimming,1991-11-01
1891686,KASHIMA Tomoyo,Female,Coach,Japan,Artistic Swimming,1995-02-17
1891688,NAKAJIMA Takako,Female,Coach,Japan,Artistic Swimming,1986-09-25
1892047,KAPADZE Timur,Male,Head Coach,Uzbekistan,Football,1981-09-05
1892050,CHIGODAEV Sergey,Male,Assistant Coach,Uzbekistan,Football,1987-06-28
1893216,GILLE Guillaume,Male,Head Coach,France,Handball,1900-01-01
1893217,MATHE Erick,Male,Assistant Coach,France,Handball,1971-07-23
1893323,ALONSO TAPIA Rosendo,Male,Coach,France,Taekwondo,1979-10-03
1893324,ALONSO TAPIA Gulsah,Female,Coach,France,Taekwondo,1980-09-15
1893325,JUNG Woomin,Male,Coach,France,Taekwondo,1986-04-09
1894657,WILLE Jonas,Male,Head Coach,Norway,Handball,1976-05-20
1894659,EGE Steinar,Male,Assistant Coach,Norway,Handball,1972-04-10
1894661,BOQUIST Martin,Male,Assistant Coach,Norway,Handball,1977-02-02
1894662,OLSSON Mats,Male,Assistant Coach,Norway,Handball,1960-01-12
1894663,HERGEIRSSON Thorir,Male,Head Coach,Norway,Handball,1964-04-27
1894666,LARSEN Tonje,Female,Assistant Coach,Norway,Handball,1975-01-26
1894756,JOERGENSEN Michael,Male,Coach,Norway,Taekwondo,1963-01-05
1895149,DRASOCZKY Imre,Male,Coach,Hungary,Artistic Gymnastics,1968-11-15
1895269,BRUUN Michael,Male,Assistant Coach,Denmark,Handball,1970-10-08
1895270,JOERGENSEN Lars,Male,Assistant Coach,Denmark,Handball,1978-02-03
1895275,KRONBORG Henrik,Male,Assistant Coach,Denmark,Handball,1970-06-16
1895276,JACOBSEN Nikolaj,Male,Head Coach,Denmark,Handball,1971-11-22
1895279,JENSEN Jesper,Male,Head Coach,Denmark,Handball,1977-10-30
1895408,SOYEZ Frederic,Male,Head Coach,France,Hockey,1978-02-11
1895409,SALA Ramon,Male,Assistant Coach,France,Hockey,1971-08-08
1895410,LOMBI Jorge,Male,Assistant Coach,France,Hockey,1971-11-01
1895517,SZUCS Robert,Male,Coach,Hungary,Artistic Gymnastics,1972-11-10
1895520,TRENKA Janos,Male,Coach,Hungary,Artistic Gymnastics,1979-10-07
1896158,HARVEY Mike,Male,Coach,Great Britain,Taekwondo,1989-09-21
1896160,MAIZEROI Torann,Male,Coach,Great Britain,Taekwondo,1989-04-01
1896164,MILLER Nelson,Male,Coach,Great Britain,Taekwondo,1965-11-18
1896167,STAMPER Martin,Male,Coach,Great Britain,Taekwondo,1986-08-21
1896246,POLJAKOVA Shanna,Female,Coach,Germany,Artistic Gymnastics,1960-09-12
1896251,BELENKI Valeri,Male,Coach,Germany,Artistic Gymnastics,1969-09-05
1896252,CATANOIU Grigore,Male,Coach,Germany,Artistic Gymnastics,1969-12-28
1896253,BRYLOK Hubert,Male,Coach,Germany,Artistic Gymnastics,1960-02-10
1896258,TEMME Kay,Male,Coach,Germany,Artistic Gymnastics,1971-08-16
1896262,PFEFFER Camilla,Female,Coach,Germany,Rhythmic Gymnastics,1993-01-24
1896275,RASKINA Yuliya,Female,Coach,Germany,Rhythmic Gymnastics,1982-04-09
1896279,CAMICIOTTI Giacomo,Male,Coach,Germany,Artistic Gymnastics,1985-05-20
1896290,DUNAVSKA MINEKOVA Kameliya,Female,Coach,Germany,Rhythmic Gymnastics,1969-04-21
1896562,PARECKI Antoni Jerzy,Male,Assistant Coach,Japan,Handball,1960-06-13
1896698,SNYMAN Philip,Male,Head Coach,South Africa,Rugby Sevens,1987-03-26
1896700,LUCKAN Ghafoer,Male,Assistant Coach,South Africa,Rugby Sevens,1985-12-18
1897091,GONZALEZ NUNEZ Arlen,Male,Coach,Cuba,Taekwondo,1974-05-26
1897234,SHARABI Yechiam,Male,Coach,Israel,Taekwondo,1978-08-27
1897292,BLECHER SIDOROVA Svetlana,Female,Coach,Israel,Artistic Swimming,1965-06-17
1897395,ABDELRAHMAN Osama,Male,Coach,Egypt,Taekwondo,1973-11-27
1897398,YOUSSEF Mohamed,Male,Coach,Egypt,Taekwondo,1977-03-05
1897518,ZAITSEVA Olesia,Female,Coach,Ukraine,Artistic Swimming,1974-11-08
1897547,SARTYNSKYI Gennadii,Male,Coach,Ukraine,Artistic Gymnastics,1953-10-30
1897548,GORBACHEVA Iryna,Female,Coach,Ukraine,Artistic Gymnastics,1984-07-04
1897550,KAIUKOVA Iuliia,Female,Coach,Ukraine,Artistic Gymnastics,1989-08-22
1897590,DERYUGINA Iryna,Female,Coach,Ukraine,Rhythmic Gymnastics,1958-01-11
1897591,BLOKHINA Iryna,Female,Coach,Ukraine,Rhythmic Gymnastics,1983-01-15
1897592,KARDASH Maryna,Female,Coach,Ukraine,Rhythmic Gymnastics,1974-05-20
1897594,VASYLIEVA Marharyta,Female,Coach,Ukraine,Rhythmic Gymnastics,1999-05-02
1897752,KHOLOD Maryna,Female,Coach,New Zealand,Artistic Swimming,1980-08-23
1897775,RA Sanghyun,Male,Coach,Fiji,Taekwondo,1972-07-26
1897904,KIM Hyou Mi,Female,Coach,Korea,Artistic Swimming,1983-11-30
1898398,ROSILLO ATENCIA Jose Antonio,Male,Coach,Norway,Taekwondo,1990-05-20
1898540,LAI Yawen,Female,Assistant Coach,China,Volleyball,1900-01-01
1898944,HERBERT Gordie,Male,Coach,Germany,Basketball,1959-02-16
1898950,THOMAIDIS Lisa,Female,Coach,Germany,Basketball,1971-07-23
1898951,PARSONS Sidney,Female,Assistant Coach,Germany,Basketball,1987-12-05
1898953,MEADOWS Clarissa,Female,Assistant Coach,Germany,Basketball,1984-05-28
1898956,THUSS Anne,Female,Coach,Germany,Basketball,1963-01-30
