coach_id,name,gender,function,country,disciplines,birth_date
1929644,DUISENGALIYEVA Danissa,Female,Coach,Kazakhstan,Rhythmic Gymnastics,1995-11-11
1929663,NOLANO Claudio,Male,Coach,Italy,Taekwondo,1975-09-22
1929717,ALFARO RODRIGUEZ Santiago,Male,Assistant Coach,Uruguay,Rugby Sevens,1900-01-01
1930009,LEE KIM Daniel,Male,Coach,Uruguay,Taekwondo,1979-01-31
1930168,RENARD Herve,Male,Head Coach,France,Football,1968-09-30
1930169,BONADEI Laurent,Male,Assistant Coach,France,Football,1969-11-03
1930171,BLAHIC Eric,Male,Assistant Coach,France,Football,1965-05-02
1930172,FOUACHE Gilles,Male,Goalkeeper Coach,France,Football,1973-11-09
1930294,MAMAYEV Nursultan,Male,Coach,Kazakhstan,Taekwondo,1993-06-27
1930295,KIM Kwangsu,Male,Coach,Kazakhstan,Taekwondo,1972-12-02
1930296,BESBAYEV Olzhas,Male,Coach,Kazakhstan,Taekwondo,1986-12-16
1930311,SAGYNAYEV Kanat,Male,Coach,Kazakhstan,Taekwondo,1973-11-09
1930636,DOBLER Mauro,Male,Goalkeeper Coach,Argentina,Football,1900-01-01
1930646,ECHEVERRY Alex,Male,Assistant Coach,Colombia,Football,1900-01-01
1930666,PHIRI Yona,Male,Goalkeeper Coach,Zambia,Football,1980-04-27
1930695,GRAND'PIERRE Naomy Hope,Female,Coach,Haiti,Artistic Gymnastics,1997-04-16
1930765,LAMBDIN Stephen,Male,Coach,United States,Taekwondo,1988-03-09
1930922,ABARCA Megan,Female,Coach,United States,Artistic Swimming,1990-08-14
1931463,MWILA Florence,Female,Assistant Coach,Zambia,Football,1986-03-26
1931488,ELFAKHARANY Hany,Male,Assistant Coach,Egypt,Handball,1978-04-06
1931494,SIERRA MENDEZ Jose Manuel,Male,Assistant Coach,Egypt,Handball,1978-05-21
1931502,PASTOR GOMEZ Juan Carlos,Male,Head Coach,Egypt,Handball,1968-05-18
1931612,VATKIN Vladimir,Male,Coach,Kazakhstan,Artistic Gymnastics,1959-08-03
1931614,KURBANOV Khussanzhan,Male,Coach,Kazakhstan,Artistic Gymnastics,1961-02-01
1931616,KENESSOV Sapargali,Male,Coach,Kazakhstan,Artistic Gymnastics,1992-08-12
1932162,ALMAAZMI Abdalla,Male,Coach,Palestine,Taekwondo,1977-01-27
1932176,RODRIGUEZ VAQUERO Jose Maria,Male,Head Coach,Hungary,Handball,1980-01-05
1932535,VELASCO ENCINAS Miguel Angel,Male,Assistant Coach,Hungary,Handball,1984-03-20
1933104,ZOLGHADRI Farzad,Male,Coach,Bulgaria,Taekwondo,1992-05-09
1933362,GOLOVIN Vlagyimir Alekszandrovics,Male,Head Coach,Hungary,Handball,1970-03-21
1933372,PIGNICZKI Krisztina,Female,Assistant Coach,Hungary,Handball,1975-09-18
1933474,MASCHERANO Javier,Male,Head Coach,Argentina,Football,1984-06-08
1933569,MARSIGLIA Angelo,Male,Head Coach,Colombia,Football,1985-12-20
1933763,RODRIGUEZ Lucas,Male,Assistant Coach,Argentina,Football,1900-01-01
1934022,STILLITANO Leandro,Male,Assistant Coach,Argentina,Football,1900-01-01
1934443,AGUILAR ESTRADA Eduardo,Male,Assistant Coach,Spain,Hockey,1976-12-06
1934447,CALDAS Maximiliano,Male,Head Coach,Spain,Hockey,1973-03-09
1934451,GARCIA CUENCA Carlos,Male,Head Coach,Spain,Hockey,1973-01-26
1934452,GAVILAN MORAL Diego Manuel,Male,Coach,Spain,Hockey,1978-11-30
1934457,GUTIERREZ ZULAICA Lorena,Female,Coach,Spain,Hockey,1990-08-27
1934462,IGLESIAS BILBAO Alejandro,Male,Assistant Coach,Spain,Hockey,1980-06-21
1934463,JARO MOLINA Rafael,Male,Coach,Spain,Hockey,1984-06-28
1934464,LAZARO REINA Jordi,Male,Coach,Spain,Hockey,1987-06-28
1934466,MOVELLAN de la MAZA Borja,Male,Coach,Spain,Hockey,1979-12-24
1934467,PALOMERO MARTIN Oscar,Male,Coach,Spain,Hockey,1973-11-24
1934811,PEREZ Carlos,Male,Goalkeeper Coach,Colombia,Football,1900-01-01
1934831,CANTWELL Lynne,Female,Head Coach,South Africa,Rugby Sevens,1981-09-27
1934833,DAZEL Renfred,Male,Head Coach,South Africa,Rugby Sevens,1981-05-04
1934834,MOLOPYANE Obakeng,Male,Assistant Coach,South Africa,Rugby Sevens,1993-03-17
1934835,PARKER Naasier,Male,Head Coach,South Africa,Rugby Sevens,1988-04-16
1934837,AFRIKA Cecil,Male,Assistant Coach,South Africa,Rugby Sevens,1988-05-03
1935326,WAKAMA Rena,Female,Coach,Nigeria,Basketball,1992-04-11
1935341,OLAJUWON Alon,Female,Coach,Nigeria,Basketball,1998-07-06
1935667,FUENTES Andrea,Female,Coach,United States,Artistic Swimming,1983-04-07
1935669,TEIXEIRA Lara,Female,Coach,United States,Artistic Swimming,1987-11-26
1935695,RUIZ CASAS Jairo,Male,Coach,Colombia,Artistic Gymnastics,1956-06-19
1935699,LIM Alison,Female,Coach,Colombia,Artistic Gymnastics,1983-03-13
1935822,ALONSO CALVO Adria,Male,Coach,Spain,Artistic Gymnastics,1992-09-30
1935823,BANGO MELCON Benjamin,Male,Coach,Spain,Artistic Gymnastics,1965-11-18
1935824,BOTELLA PEREZ de LANDAZAB Isaac,Male,Coach,Spain,Artistic Gymnastics,1984-06-12
1935825,CARRASCAL RUBIO Alvaro,Male,Coach,Spain,Artistic Gymnastics,1985-07-24
1935826,CASIMIRO ROS Javier,Male,Coach,Spain,Artistic Gymnastics,1969-09-20
1935827,GUISADO MUNOZ Lucia,Female,Coach,Spain,Artistic Gymnastics,1965-02-17
1935828,MARTINEZ SANCHEZ Manuel Angel,Male,Coach,Spain,Artistic Gymnastics,1968-06-21
1935829,MIR HOMAR Pedro,Male,Coach,Spain,Artistic Gymnastics,1965-12-09
1935830,RUEDA BRAVO Eva,Female,Coach,Spain,Artistic Gymnastics,1971-09-13
1935831,SAN JOSE CRISTOBAL Almudena,Female,Coach,Spain,Artistic Gymnastics,1964-12-02
1935832,BROWN LOPEZ Dagmara,Female,Coach,Spain,Rhythmic Gymnastics,1955-10-05
1935833,FERRANDEZ ARENAS Monica,Female,Coach,Spain,Rhythmic Gymnastics,1974-10-25
1935834,GARCIA GARCES Maria,Female,Coach,Spain,Rhythmic Gymnastics,1991-05-03
1935835,LINARES GARCIA Marta,Female,Coach,Spain,Rhythmic Gymnastics,1986-01-31
1935836,MALCHAIR SELECQUE Caroline Martine,Female,Coach,Spain,Rhythmic Gymnastics,1982-05-31
1935837,PELAZ MOTA Ana,Female,Coach,Spain,Rhythmic Gymnastics,1987-09-24
1935838,QUEREDA FLORES Alejandra,Female,Coach,Spain,Rhythmic Gymnastics,1992-07-24
1936384,KASSMAN Edward,Male,Coach,Papua New Guinea,Taekwondo,1978-01-10
1936918,PABLO Jose,Male,Assistant Coach,Angola,Handball,1969-10-03
1938936,FERREIRINHA Jose,Male,Coach,Portugal,Artistic Gymnastics,1964-09-01
1940069,CAPORN Adam,Male,Assistant Coach,Australia,Basketball,1982-03-16
1940074,GOORJIAN Brian,Male,Coach,Australia,Basketball,1953-06-28
1940075,CHAMBERS Cheryl,Female,Assistant Coach,Australia,Basketball,1968-04-18
1940078,PATRICK David,Male,Coach,Australia,Basketball,1976-02-21
1940088,NIELSEN Matt,Male,Assistant Coach,Australia,Basketball,1978-02-03
1940089,GORISS Paul,Male,Assistant Coach,Australia,Basketball,1970-04-28
1940092,CARROLL Ryan,Male,Coach,Australia,Basketball,1980-03-02
1940093,BRONDELLO Sandy,Female,Coach,Australia,Basketball,1968-08-20
1940094,SEEBHOM Shannon,Male,Coach,Australia,Basketball,1988-02-01
1940331,PYSMENNA Oksana,Female,Coach,Korea,Artistic Swimming,1972-05-15
1940570,CHOI Jungyeol,Male,Coach,Korea,Artistic Gymnastics,1982-08-06
1940575,KIM Daeeun,Male,Coach,Korea,Artistic Gymnastics,1984-09-17
1940578,KIM Jihoon,Male,Coach,Korea,Artistic Gymnastics,1984-08-09
1940583,LEE Sunsung,Male,Coach,Korea,Artistic Gymnastics,1980-12-26
1940584,MIN Ayoung,Female,Coach,Korea,Artistic Gymnastics,1975-01-28
1940930,CSEH Sandor Viktor,Male,Assistant Coach,Hungary,Water Polo,1976-09-05
1941188,MUNALA Japheth,Male,Head Coach,Kenya,Volleyball,1963-11-30
1941189,BARASA James,Male,Assistant Coach,Kenya,Volleyball,1970-10-08
1941198,MIHOK Attila,Male,Head Coach,Hungary,Water Polo,1973-10-06
1941323,TORTOSA Hugo,Male,Coach,Lesotho,Taekwondo,1999-10-11
1941674,TOPARI Yusuf,Male,Coach,Australia,Artistic Gymnastics,1987-02-27
1941682,MITCHELL Katie,Female,Coach,Australia,Rhythmic Gymnastics,1979-04-18
1941683,BARABACH Mikhail,Male,Coach,Australia,Artistic Gymnastics,1955-01-06
1941685,WILSON Sean,Male,Coach,Australia,Artistic Gymnastics,1989-06-21
1941686,BELAN Tatsiana,Female,Coach,Australia,Rhythmic Gymnastics,1982-11-10
1941689,LI Xiaoqing,Female,Coach,Australia,Artistic Gymnastics,1971-01-14
1941847,DOUMBIA Bounafou,Male,Goalkeeper Coach,Mali,Football,1980-07-22
1941852,BARRETO Diego,Male,Goalkeeper Coach,Paraguay,Football,1900-01-01
1942626,DENIA Santi,Male,Head Coach,Spain,Football,1974-03-09
1942627,GORDO David,Male,Assistant Coach,Spain,Football,1970-02-02
1942638,MARTINEZ Ruben,Male,Goalkeeper Coach,Spain,Football,1900-01-01
1942803,ZIMMERMANN Matthieu,Male,Coach,Belgium,Artistic Gymnastics,1986-02-22
1942804,EHREN Raoul,Male,Head Coach,Belgium,Hockey,1973-04-24
1942806,McLEOD Shane,Male,Assistant Coach,Belgium,Hockey,1968-09-04
1942816,GAMBLUCH Leonardo,Male,Coach,Belgium,Taekwondo,1973-09-03
1942828,VARGA Zsolt,Male,Head Coach,Hungary,Water Polo,1972-03-09
1942869,UGLESSICH Mariano,Male,Assistant Coach,Paraguay,Football,1900-01-01
1943302,HAYES Emma,Female,Head Coach,United States,Football,1976-10-18
1943308,REDDY Denise,Female,Assistant Coach,United States,Football,1970-09-14
1943311,SEARLE Stuart,Male,Goalkeeper Coach,United States,Football,1979-02-27
1943842,JARA SAGUIER Carlos,Male,Head Coach,Paraguay,Football,1950-11-01
1944188,COVELO Alex,Male,Assistant Coach,United States,Football,1978-05-19
1944189,MITROVIC Marko,Male,Head Coach,United States,Football,1978-07-08
1944190,PAYNE Russell,Male,Goalkeeper Coach,United States,Football,1975-07-03
1944191,SEGARES Gonzalo,Male,Assistant Coach,United States,Football,1982-10-13
1944971,MAYNE Michael,Male,Head Coach,New Zealand,Football,1985-02-15
1944972,REED Duncan,Male,Goalkeeper Coach,New Zealand,Football,1990-11-25
1944973,BAZELEY Darren,Male,Head Coach,New Zealand,Football,1972-10-05
1944974,GOTHARD Paul,Male,Goalkeeper Coach,New Zealand,Football,1974-06-24
1944977,READINGS Tony,Male,Assistant Coach,New Zealand,Football,1975-10-27
1944979,ELLIOTT Simon,Male,Assistant Coach,New Zealand,Football,1974-06-10
1945000,SARVER Keri,Female,Assistant Coach,New Zealand,Football,1976-03-30
1945433,POTTER Anthony,Male,Assistant Coach,Australia,Hockey,1972-05-11
1945439,BATCH Colin,Male,Head Coach,Australia,Hockey,1958-03-27
1945443,STANIFORTH Dave,Male,Coach,Australia,Hockey,1976-04-05
1945447,MURRAY Emma,Female,Assistant Coach,Australia,Hockey,1900-01-01
1945451,PURVIS Hugh,Male,Assistant Coach,Australia,Hockey,1991-08-03
1945457,DAVY Jeremy,Male,Coach,Australia,Hockey,1973-07-03
1945459,POWELL Katrina,Female,Head Coach,Australia,Hockey,1972-04-08
1945474,HAMMOND Rob,Male,Coach,Australia,Hockey,1981-05-06
1945548,LU Xiaohui,Male,Head Coach,China,Rugby Sevens,1975-05-17
1945549,ZHU Jiangtao,Male,Head Coach,China,Rugby Sevens,1981-11-03
1945550,MA Chong,Male,Head Coach,China,Rugby Sevens,1993-08-26
1945552,ZHU Jing,Male,Head Coach,China,Rugby Sevens,1985-08-05
1946315,CARNELI Ryan,Male,Coach,Australia,Taekwondo,1985-10-11
1946317,LEE Seokhun,Male,Coach,Australia,Taekwondo,1979-10-01
1946582,MACCARANI Emanuela,Female,Coach,Italy,Rhythmic Gymnastics,1966-09-20
1946583,ROVETTA Valentina,Female,Coach,Italy,Rhythmic Gymnastics,1980-07-24
1946585,MANCINELLI Claudia,Female,Coach,Italy,Rhythmic Gymnastics,1985-01-16
1946907,ABDULLAYEV Mammad,Male,Coach,Azerbaijan,Taekwondo,1976-07-07
1947221,RADONIC Vesna,Female,Coach,Montenegro,Rhythmic Gymnastics,1971-04-03
1947623,YANITSAS Andrew,Male,Assistant Coach,Australia,Water Polo,1980-03-14
1947628,DENIS Eddie,Male,Assistant Coach,Australia,Water Polo,1970-10-14
1947636,RIPPON Bec,Female,Head Coach,Australia,Water Polo,1978-12-26
1947637,WOODS Taryn,Female,Assistant Coach,Australia,Water Polo,1975-08-12
1947638,HAMILL Tim,Male,Head Coach,Australia,Water Polo,1976-12-27
1947758,SULTANOV Yesbol,Male,Coach,Tunisia,Taekwondo,1981-03-01
1947762,HECHMI Jendoubi,Male,Coach,Tunisia,Taekwondo,1962-06-01
1948319,MARTIN CEDRES Ambrosio Jose,Male,Head Coach,Spain,Handball,1968-04-30
1948320,MONTES AGUERA Cesar Jesus,Male,Assistant Coach,Spain,Handball,1975-01-06
1948321,PRADES PONS Jose Ignacio,Male,Assistant Coach,Spain,Handball,1975-09-08
1948322,RIBERA ROMANS Jordi,Male,Head Coach,Spain,Handball,1963-03-05
1948429,JAKOVLJEVIC Nenad,Male,Coach,Serbia,Basketball,1988-10-30
1948431,KOSTIC Oliver,Male,Assistant Coach,Serbia,Basketball,1973-02-20
1948432,MARINOVIC Marko,Male,Assistant Coach,Serbia,Basketball,1983-03-15
1948433,PESIC Svetislav,Male,Coach,Serbia,Basketball,1949-08-28
1948434,STOJAKOVIC Ognjen,Male,Coach,Serbia,Basketball,1981-09-29
1948438,SEKULIC Marko,Male,Coach,Serbia,Basketball,1980-07-17
1948749,BUTULIJA Dajana,Female,Assistant Coach,Serbia,Basketball,1986-02-23
1948750,DRLJACA Ljubica,Female,Assistant Coach,Serbia,Basketball,1978-08-04
1948752,MALJKOVIC Marina,Female,Coach,Serbia,Basketball,1981-09-26
1948764,PAGE Danielle Nicole,Female,Coach,Serbia,Basketball,1986-11-14
1948904,BEATTIE Ciaran,Male,Head Coach,Great Britain,Rugby Sevens,1986-02-23
1948911,NOLAN James,Male,Assistant Coach,Great Britain,Rugby Sevens,1990-08-27
1948913,PUGH Richie,Male,Head Coach,Great Britain,Rugby Sevens,1983-08-10
1948914,RIDDELL Scott,Male,Assistant Coach,Great Britain,Rugby Sevens,1985-10-05
1948915,ROQUES Tony,Male,Head Coach,Great Britain,Rugby Sevens,1978-09-07
1948979,JANIC Bojan,Male,Assistant Coach,Serbia,Volleyball,1982-03-11
1948980,JEVTIC Ivica,Male,Assistant Coach,Serbia,Volleyball,1983-07-26
1948981,KOLAKOVIC Igor,Male,Head Coach,Serbia,Volleyball,1965-06-04
1948983,MAJSTOROVIC Neven,Male,Assistant Coach,Serbia,Volleyball,1989-03-17
1949017,BUTARBUTAR Eva,Female,Coach,Indonesia,Artistic Gymnastics,1973-07-04
1949063,BLAGOJEVIC Jelena,Female,Assistant Coach,Serbia,Volleyball,1988-12-01
1949064,GUIDETTI Giovanni,Male,Head Coach,Serbia,Volleyball,1972-09-20
1949394,TUDELA PERRET Matias,Male,Head Coach,Spain,Rugby Sevens,1984-10-06
1949402,HERNANDEZ JIMENEZ Francisco de Pau.,Male,Head Coach,Spain,Rugby Sevens,1988-10-28
1949458,KOCH Ulla,Female,Coach,Belgium,Artistic Gymnastics,1955-07-05
1949459,van den HEUVEL Michel,Male,Head Coach,Belgium,Hockey,1964-07-15
1949468,MALDONADO Oscar,Male,Coach,Dominican Republic,Taekwondo,1993-06-04
1949531,MATEO BATISTA Ruddy,Male,Coach,Dominican Republic,Taekwondo,1985-01-06
1949864,LAACHRAOUI Mourad,Male,Coach,Belgium,Taekwondo,1995-03-31
1949874,MEZIANE Rachid,Male,Coach,Belgium,Basketball,1980-02-10
1950176,BARTON Emilee,Female,Assistant Coach,Australia,Rugby Sevens,1992-11-02
1950180,STANNARD James,Male,Assistant Coach,Australia,Rugby Sevens,1983-02-21
1950182,MANENTI John,Male,Head Coach,Australia,Rugby Sevens,1971-03-30
1950187,WALSH Timothy,Male,Head Coach,Australia,Rugby Sevens,1979-04-10
1950509,BYDWELL Emilie,Female,Head Coach,United States,Rugby Sevens,1985-08-31
1950510,TEST Zack,Male,Assistant Coach,United States,Rugby Sevens,1989-10-13
1950515,FORD Trey,Male,Assistant Coach,United States,Rugby Sevens,1900-01-01
1950520,FRIDAY Mike,Male,Head Coach,United States,Rugby Sevens,1972-04-25
1950521,GREENING Phil,Male,Assistant Coach,United States,Rugby Sevens,1975-10-03
1951636,FERREIRA Marcel,Male,Coach,Brazil,Artistic Swimming,1986-10-17
1951639,KARFUNKELSTEIN Rogerio,Male,Coach,Brazil,Artistic Swimming,1976-03-04
1952532,SPLITTER Tiago,Male,Assistant Coach,Brazil,Basketball,1985-01-01
1953168,HAMANO Yukiya,Male,Goalkeeper Coach,Japan,Football,1972-09-28
1953169,HANEDA Kenji,Male,Assistant Coach,Japan,Football,1981-12-01
1953170,OIWA Go,Male,Head Coach,Japan,Football,1972-06-23
1953555,CUNHA Thiago,Male,Assistant Coach,Egypt,Football,1978-12-18
1953646,ALBINO Cristiano,Male,Coach,Brazil,Artistic Gymnastics,1973-12-21
1953647,BISCALCHIN Daniel,Male,Coach,Brazil,Artistic Gymnastics,1978-08-14
1953649,PORATH Francisco,Male,Coach,Brazil,Artistic Gymnastics,1980-07-18
1953652,YASHENKO Iryna,Female,Coach,Brazil,Artistic Gymnastics,1960-05-18
1953686,ROSA Bruna,Female,Coach,Brazil,Rhythmic Gymnastics,1986-02-13
1953687,FEREZIN Camila,Female,Coach,Brazil,Rhythmic Gymnastics,1977-04-18
1953695,NAVES Marcia,Female,Coach,Brazil,Rhythmic Gymnastics,1965-12-01
1953710,PEREIRA Alexandro,Male,Coach,Brazil,Rhythmic Gymnastics,1972-05-03
1953713,FIGUEIREDO Tatiana,Female,Coach,Brazil,Rhythmic Gymnastics,1968-06-29
1954067,FUCHS Tracey,Female,Assistant Coach,United States,Hockey,1966-11-03
1954068,PASSMORE David,Male,Head Coach,United States,Hockey,1967-06-15
1954069,TELECHEA Javi,Male,Assistant Coach,United States,Hockey,1988-04-07
1954409,MATHEUS Carlos,Male,Coach,Brazil,Artistic Swimming,1978-02-23
1954411,DOMINGUES Felipe,Male,Coach,Brazil,Artistic Swimming,1976-03-07
1954413,POSSENTI Fernando,Male,Coach,Brazil,Artistic Swimming,1979-05-24
1954426,ONHA MARQUES Sergio,Male,Coach,Brazil,Artistic Swimming,1973-09-05
1954481,FEW Mark,Male,Coach,United States,Basketball,1962-12-27
1954482,KERR Steve,Male,Coach,United States,Basketball,1965-09-27
1954483,LUE Tyronn,Male,Assistant Coach,United States,Basketball,1977-05-03
1954484,SPOELSTRA Erik,Male,Assistant Coach,United States,Basketball,1970-11-01
1954499,LAWSON Kara,Female,Coach,United States,Basketball,1981-02-14
1954500,MILLER Curt,Male,Coach,United States,Basketball,1968-10-06
1954501,REEVE Cheryl,Female,Coach,United States,Basketball,1966-09-20
1954502,TAYLOR Joni,Female,Assistant Coach,United States,Basketball,1979-03-07
1954503,THIBAULT Mike,Male,Assistant Coach,United States,Basketball,1950-09-28
1954505,WRIGHT Tanisha,Female,Coach,United States,Basketball,1983-11-29
1954672,KOLINISAU Ratu Osea,Male,Head Coach,Fiji,Rugby Sevens,1985-11-17
1955000,ARENHART ALVES Ismael,Male,Assistant Coach,Brazil,Rugby Sevens,1900-01-01
1955021,BRODERICK William,Male,Head Coach,Brazil,Rugby Sevens,1992-09-17
1955060,FERRER Alexander,Male,Coach,Brazil,Artistic Swimming,1975-08-25
1955820,dos SANTOS Clayton,Male,Coach,Brazil,Taekwondo,1981-07-03
1955822,RIBEIRO Diego,Male,Coach,Brazil,Taekwondo,1987-01-05
1955881,NAMAUA Tikiko,Male,Assistant Coach,Fiji,Rugby Sevens,1976-05-11
1955954,KLAMBURG ROQUE Paula,Female,Coach,Australia,Artistic Swimming,1989-09-20
1955958,ONO Shoko,Female,Coach,Australia,Artistic Swimming,1988-11-09
1956101,SOARES Mateus Joao Felgueiras,Male,Coach,Timor-Leste,Taekwondo,1985-02-12
